name,description,ac,hp_formula,hp_avg,speed,str,dex,con,int,wis,cha,challenge,xp,size,mob_type,alignment,melee_mod,ranged_mod,attack1,attack1_range,attack1_dmg,attack2,attack2_range,attack2_dmg,attack3,attack3_range,attack3_dmg,source,notes,languages
Lamia,"With the upper body of a beautiful woman and the lower body of a lioness, a lamia is a monstrous desert predator that uses its charm to lure victims to their doom.",13,13d8+26,84,30 ft.,16,13,15,13,14,16,4,1100,Large,monstrosity,chaotic evil,+5,,Hooves,5 ft.,2d6+3 bludgeoning,Claw,5 ft.,1d4+3 slashing,Dagger,5 ft.,1d4+3 piercing,,,"Abyssal, Common"
Lemure,"Lemures are the lowest form of devils, tormented and shapeless creatures of pure evil, forever trapped in a cycle of suffering within the Nine Hells.",7,3d8+6,20,15 ft.,10,5,13,5,11,3,0.125,25,Medium,fiend,lawful evil,+2,,Claw,5 ft.,1d4 bludgeoning,,,,,,,,,Infernal
Lich,"A lich is a spellcaster who has embraced undeath to achieve immortality, gaining immense magical power at the cost of its soul.",17,18d8+54,135,30 ft.,11,16,16,20,14,16,21,33000,Medium,undead,chaotic evil,+8,,Paralyzing Touch,5 ft.,3d6+4 cold,,,,,,,,,"Common, Abyssal, Draconic, Dwarvish, Elvish, Infernal"
Lion,"A majestic and powerful predator of the plains, known for its hunting prowess and roaring territorial calls.",12,4d8+8,26,50 ft.,17,15,14,3,12,8,1,200,Large,beast,unaligned,+5,,Bite,5 ft.,1d8+3 piercing,Claw,5 ft.,1d6+3 slashing,,,,,,
Lizard,"A common reptile, often found in warm climates, typically harmless to humanoids unless provoked or defending its territory.",10,1d4-1,2,"20 ft., climb 20 ft.",2,11,8,1,7,2,0,10,Tiny,beast,unaligned,+0,,Bite,5 ft.,1d1 piercing,,,,,,,,,
Lizard King/Queen,"A formidable and intelligent leader among the lizardfolk, wielding both cunning and brutal strength to command its tribe.",15,12d8+36,90,"30 ft., swim 30 ft.",18,12,16,14,13,15,5,1800,Large,humanoid,chaotic evil,+7,+4,Spear,5 ft. or 20/60 ft.,1d8+4 piercing,Scimitar,5 ft.,1d6+4 slashing,Bite,5 ft.,1d4+4 piercing,,,"Common, Draconic"
Lizardfolk,"Primitive, reptilian humanoids dwelling in swamps and wetlands, known for their cold pragmatism and fierce loyalty to their tribes.",15,2d8+2,11,"30 ft., swim 30 ft.",15,10,13,7,12,7,0.25,50,Medium,humanoid,neutral,+4,+2,Bite,5 ft.,1d6+2 piercing,Heavy Club,5 ft.,1d6+2 bludgeoning,Javelin,5 ft. or 30/120 ft.,1d6+2 piercing,,,Draconic
Lizardfolk Shaman,"A revered elder among lizardfolk, gifted with primal magic and a deep connection to the spirits of the swamp.",13,5d8+5,28,"30 ft., swim 30 ft.",13,10,12,10,15,7,2,450,Medium,humanoid,neutral,+3,,Bite,5 ft.,1d4+1 piercing,Club,5 ft.,1d4+1 bludgeoning,,,,,,Draconic
Mage,"A versatile and skilled spellcaster, capable of wielding powerful arcane magic to defend themselves or aid their allies.",12,9d8,40,30 ft.,9,14,11,17,12,11,6,2300,Medium,humanoid,any alignment,+2,+4,Dagger,5 ft.,1d4+2 piercing,Dagger (ranged),20/60 ft.,1d4+2 piercing,,,,,,any four languages
Magma Mephit,"Mischievous and aggressive elementals born of earth and fire, often found near volcanoes and geysers, seeking to spread molten destruction.",11,4d8+4,22,"20 ft., fly 20 ft.",8,12,12,7,10,10,0.5,100,Small,elemental,neutral evil,+3,,Claws,5 ft.,1d4+1 slashing,,,,,,,,,Terran
Magmin,"Small, malicious elemental spirits of fire and rock, they revel in chaos and burning things, found in volcanic regions.",14,4d6+4,18,30 ft.,7,15,12,8,11,10,0.5,100,Small,elemental,chaotic neutral,+4,,Touch,5 ft.,1d6+2 fire,,,,,,,,,Ignan
Mammoth,"Enormous, shaggy-haired pachyderms that roam cold plains, capable of trampling lesser foes with ease.",13,12d12+72,150,40 ft.,24,10,23,3,11,6,6,2300,Huge,beast,unaligned,+9,,Gore,10 ft.,4d8+7 piercing,Stomp,5 ft.,4d10+7 bludgeoning,,,,,,
Manes,"The least of the demons, manes are wretched, twisted souls of evil mortals, used as cannon fodder by greater fiends.",9,3d4,8,20 ft.,10,9,10,3,8,4,0.125,25,Small,fiend,chaotic evil,+2,,Claws,5 ft.,1d4 bludgeoning,,,,,,,,,Abyssal
Manticore,"A fearsome beast with the body of a lion, bat-like wings, and a human head, capable of launching deadly spikes from its tail.",14,6d10+18,51,"30 ft., fly 50 ft.",17,16,16,7,12,8,3,700,Large,monstrosity,lawful evil,+5,+5,Bite,5 ft.,1d8+3 piercing,Claw,5 ft.,1d6+3 slashing,Tail Spike,100/200 ft.,1d8+3 piercing,,,Common
Marid,"Powerful and arrogant genies of the Elemental Plane of Water, marids consider themselves royalty of their domain.",18,18d10+90,189,"30 ft., fly 90 ft., swim 90 ft.",22,12,20,18,15,17,11,7200,Large,elemental,chaotic evil,+10,,Scimitar,5 ft.,2d6+6 slashing,,,,,,,,,"Aquan, Auran, Common, Ignan, Terran"
Marilith,"A six-armed demon of immense strength and cunning, often found leading lesser demons in battle.",18,18d10+90,189,40 ft.,18,20,20,18,16,20,16,15000,Large,fiend,chaotic evil,+9,,Longsword,5 ft.,2d8+5 slashing,Tail,10 ft.,2d10+5 bludgeoning,,,,,,"Abyssal, telepathy 120 ft."
Mastiff,"A large, muscular dog, often trained for hunting or guarding.",12,2d8+2,11,40 ft.,13,14,12,3,12,7,0.25,50,Medium,beast,unaligned,+3,,Bite,5 ft.,1d6+1 piercing,,,,,,,,,
Medusa,"A humanoid with venomous snakes for hair, capable of turning creatures to stone with a gaze.",15,10d8+30,75,30 ft.,10,15,16,14,12,16,6,2300,Medium,monstrosity,lawful evil,+5,+5,Shortsword,5 ft.,1d6+2 piercing,Snake Hair,5 ft.,1d4+2 piercing plus 4d6 poison,Longbow,150/600 ft.,1d8+2 piercing,,,Common
Merfolk,"Aquatic humanoids with fish-like tails instead of legs, who dwell in oceans and large bodies of water.",11,2d8+2,11,"10 ft., swim 40 ft.",10,13,12,11,11,12,0.125,25,Medium,humanoid,neutral,+2,,Spear,5 ft. or 20/60 ft.,1d6 piercing,,,,,,,,,"Aquan, Common"
Merrow,"Brutal, fish-like humanoids, larger and more aggressive kin of merfolk, known for their savagery.",13,6d10+18,51,"10 ft., swim 40 ft.",18,10,15,8,10,9,2,450,Large,monstrosity,chaotic evil,+6,,Spear,5 ft. or 20/60 ft.,1d8+4 piercing,Bite,5 ft.,1d6+4 piercing,,,,,,"Abyssal, Aquan"
Mezzoloth,"A mercenary yugoloth, resembling a bipedal insect, often serving as a guard or assassin.",13,9d8+27,68,30 ft.,18,11,17,11,10,13,5,1800,Medium,fiend,neutral evil,+7,,Greataxe,5 ft.,1d12+4 slashing,Claw,5 ft.,2d4+4 slashing,,,,,,"Abyssal, Infernal, telepathy 60 ft."
Mimic,A predatory shapechanger that can assume the appearance of inanimate objects to ambush unsuspecting prey.,12,10d8+20,65,15 ft.,17,12,15,5,13,8,2,450,Large,monstrosity,neutral,+5,,Pseudopod,5 ft.,1d8+3 bludgeoning plus 1d8 acid,Bite,5 ft.,1d8+3 piercing plus 1d8 acid,,,,,,
Mind Flayer,"Psionic humanoids from the Underdark, notorious for consuming the brains of sentient creatures.",15,11d8+33,82,30 ft.,11,12,16,19,17,17,7,2900,Medium,aberration,lawful evil,+7,,Tentacles,5 ft.,2d6+4 psychic,,,,,,,,,"Deep Speech, Undercommon, telepathy 120 ft."
Mind Flayer Arcanist,"A rare and powerful variant of the mind flayer, this individual combines devastating psionic abilities with arcane spellcasting.",15,11d8+33,82,30 ft.,11,12,16,19,17,17,8,3900,Medium,aberration,lawful evil,+7,,Tentacles,5 ft.,2d6+4 psychic,,,,,,,,,"Deep Speech, Undercommon, telepathy 120 ft."
Minotaur,"A hulking beast with the head of a bull and the body of a man, known for its labyrinthine lairs and insatiable hunger for flesh.",14,9d10+27,76,40 ft.,18,11,16,6,16,9,3,700,Large,monstrosity,chaotic evil,+6,,Greataxe,5 ft.,1d12+4 slashing,Gore,5 ft.,2d8+4 piercing,,,,,,Abyssal
Minotaur Skeleton,"The reanimated bones of a minotaur, retaining its brutish strength and capacity for violence even in undeath.",12,10d10+20,75,40 ft.,18,11,15,5,8,5,2,450,Large,undead,chaotic evil,+6,,Greataxe,5 ft.,1d12+4 slashing,Gore,5 ft.,2d8+4 piercing,,,,,,understands Abyssal but can't speak
Monodrone,"A clockwork creature from Mechanus, serving as a tireless drone in the perfect order of its plane, communicating through telepathic bursts.",15,3d4+3,10,"30 ft., fly 30 ft.",10,13,12,4,10,5,0.25,50,Medium,construct,lawful neutral,+3,+3,Dagger,5 ft. or 20/60 ft.,1d4+1 piercing,,,,,,,,,Modron
Mud Mephit,"A cruel and cowardly elemental from the Elemental Plane of Earth or Water, formed from a mixture of mud and elemental energy.",11,4d8+4,22,"20 ft., fly 20 ft., swim 20 ft.",8,12,12,9,11,7,0.25,50,Small,elemental,neutral evil,+3,,Claws,5 ft.,1d4+1 slashing,,,,,,,,,"Aquan, Terran"
Mule,"A sturdy beast of burden, known for its stubbornness and reliability, often used for carrying heavy loads over difficult terrain.",10,2d8+2,11,40 ft.,14,10,13,2,10,5,0.25,50,Medium,beast,unaligned,+4,,Hooves,5 ft.,1d4+2 bludgeoning,,,,,,,,,
Mummy,"An undead guardian animated by ancient magic and a powerful curse, serving to protect tombs and treasures from intruders.",11,8d8+16,52,20 ft.,16,8,15,6,10,12,3,700,Medium,undead,lawful evil,+5,,Rotting Fist,5 ft.,2d6+3 bludgeoning + 2d6 necrotic,,,,,,,,,the languages it knew in life
Mummy Lord,"A powerful and ancient undead spellcaster, filled with malevolent divine power and the unwavering will to maintain its eternal dominion.",17,16d8+64,136,20 ft.,18,10,18,11,18,18,15,13000,Medium,undead,lawful evil,+9,,Rotting Fist,5 ft.,2d6+4 bludgeoning + 3d6 necrotic,,,,,,,,,the languages it knew in life
Myconid Adult,"A sentient fungus creature of the Underdark, communicating telepathically and releasing spores that can heal or cause confusion.",12,4d6+8,22,20 ft.,10,8,14,10,13,7,0.5,100,Medium,plant,lawful neutral,,,Pacifying Spores (Action),30 ft. (radius),see description,Rapport Spores (Action),30 ft. (radius),see description,,,,,,
Myconid Sovereign,"The largest and most powerful of its colony, coordinating its myconid brethren through a sophisticated network of telepathic rapport spores.",13,8d8+32,68,30 ft.,12,10,18,13,15,10,2,450,Large,plant,lawful neutral,,,Hallucination Spores (Action),30 ft. (radius),see description,Pacifying Spores (Action),30 ft. (radius),see description,Rapport Spores (Action),30 ft. (radius),see description,,,
Myconid Sprout,"A young and relatively weak myconid, capable of some communication and the basic spore abilities of its kind.",10,1d6,4,15 ft.,8,10,10,5,7,3,0,10,Small,plant,lawful neutral,,,Distress Spores (Action),20 ft. (radius),see description,Rapport Spores (Action),20 ft. (radius),see description,,,,,,
Nalfeshnee,"A hulking, pig-headed demon of the Abyss, Nalfeshnees are strategists and corruptors, often surrounded by a vile aura of despair and gluttony.",18,18d10+90,189,"20 ft., fly 30 ft.",21,10,21,19,12,15,13,10000,Large,fiend,chaotic evil,+9,,Claws,10 ft.,2d8+5 slashing,Bite,5 ft.,3d10+5 piercing,,,,,,"Abyssal, telepathy 120 ft."
Needle Blight,"A plant reanimated by evil magic, a needle blight resembles a desiccated humanoid covered in sharp, woody spines, eager to pierce any living thing.",15,4d8+4,22,30 ft.,12,12,13,4,8,3,0.25,50,Medium,plant,unaligned,+3,+3,Claws,5 ft.,1d4+1 piercing,Needles,30/60 ft.,1d6+1 piercing,,,,,,
Night Hag,"These foul fiends are nightmares personified, dealing in souls and preying on the sleeping with tormenting dreams to corrupt and claim their victims.",17,13d8+26,84,30 ft.,16,13,14,16,14,16,5,1800,Medium,fiend,neutral evil,+6,,Claws,5 ft.,2d8+3 slashing,,,,,,,,,"Abyssal, Common, Infernal, Primordial"
Nightmare,"A fiendish, black-coated horse with a flaming mane and hooves, a nightmare serves evil masters by traveling between planes and carrying riders through the skies.",13,8d10+32,76,"60 ft., fly 90 ft.",18,15,18,10,13,15,3,700,Large,fiend,neutral evil,+6,,Hooves,5 ft.,2d6+4 fire,,,,,,,,,"Abyssal, Common, Infernal"
Noble,"Nobles are members of the upper class, often well-educated and accustomed to a life of privilege, though their influence and status vary greatly.",15,4d8+4,22,30 ft.,11,12,13,12,14,16,0.25,50,Medium,humanoid,any alignment,+3,+3,Rapier,5 ft.,1d8+1 piercing,Shortbow,80/320 ft.,1d6+1 piercing,,,,,,any two languages
Nothic,"Twisted humanoids consumed by a failed magical ritual, nothics are gaunt, one-eyed aberrations that crave arcane secrets and perceive the hidden flaws of others.",15,7d8+14,46,30 ft.,14,16,16,13,10,6,2,450,Medium,aberration,neutral evil,+4,,Claws,5 ft.,1d6+2 slashing,Rotting Gaze,30 ft.,,,,,,,Undercommon
Nycaloth,"Winged, six-armed masters of combat, nycaloths are powerful yugoloths that serve as mercenary commanders, excelling in aerial assaults and wielding multiple weapons.",18,16d10+64,152,"40 ft., fly 60 ft.",20,16,18,16,12,17,9,5000,Large,fiend,neutral evil,+9,+7,Greataxe,5 ft.,1d12+5 slashing,Longbow,150/600 ft.,1d8+3 piercing,,,,,,"Abyssal, Infernal, telepathy 120 ft."
Ochre Jelly,"A sentient, amorphous blob of yellowish ooze that glides along dungeon floors, consuming organic and metallic matter alike.",8,10d10,55,"10 ft., climb 10 ft.",15,6,10,2,6,1,2,450,Large,ooze,unaligned,+4,,Pseudopod,5 ft.,2d6+2 acid,,,,,,,,,
Octopus,"An intelligent cephalopod found in temperate waters, capable of camouflaging itself and squeezing through tight spaces.",12,1d6,4,"10 ft., swim 30 ft.",4,15,11,3,10,4,0,10,Small,beast,unaligned,+4,,Tentacles,5 ft.,1d4+2 bludgeoning,,,,,,,,,
Ogre,"A brutish, dim-witted giant that delights in violence and eating humanoids, often armed with a massive club or heavy javelins.",11,7d10+21,60,40 ft.,19,8,16,5,7,7,2,450,Large,giant,chaotic evil,+6,+6,Greatclub,5 ft.,2d8+4 bludgeoning,Javelin,30/120 ft.,2d6+4 piercing,,,,,,"Common, Giant"
Ogre Zombie,,8,9d10+36,86,30,19,6,18,3,6,5,2,450,Large,Undead,,,,2d8+4,,,,,,,,,GemDMD Sheet,unknown,
Oni,"A devious and powerful giant-kin, the oni delights in tormenting mortals and making deals that inevitably lead to suffering. They often disguise themselves to infiltrate communities and spread fear.",16,11d10+44,104,"30 ft., fly 30 ft.",19,11,18,14,12,15,7,2900,Large,Giant,lawful evil,+7,,Glaive,10 ft.,1d10+4 slashing,,,,,,,,,"Common, Giant"
Orc,"Orcs are green-skinned humanoids driven by a lust for battle and conquest, often found in tribal societies under the command of powerful leaders. They are known for their ferocity and hatred of other races.",13,2d8+6,15,30 ft.,16,12,16,7,11,10,0.5,100,Medium,Humanoid,chaotic evil,+5,+3,Greataxe,5 ft.,1d12+3 slashing,Javelin (Melee),5 ft.,1d6+3 piercing,Javelin (Ranged),30/120 ft.,1d6+3 piercing,,,"Common, Orc"
Orc Eye of Gruumsh,"An Orc Eye of Gruumsh is a savage shaman, touched by the might of their deity and dedicated to spreading Gruumsh's wrath. They wield divine magic to inspire their kin and crush their enemies.",16,6d8+18,45,30 ft.,16,12,16,7,13,12,2,450,Medium,Humanoid,chaotic evil,+5,+3,Greataxe,5 ft.,1d12+3 slashing,,,,,,,,,"Common, Orc"
Ork War Chief,"An Orc War Chief is a mighty and ruthless leader, inspiring fear and devotion among their kin as they command their tribes in brutal raids and conquests. They are formidable warriors, often gifted with tactical prowess.",17,10d8+40,85,30 ft.,18,12,18,11,11,14,4,1100,Medium,Humanoid,chaotic evil,+6,+3,Greataxe,5 ft.,1d12+4 slashing,Javelin (Melee),5 ft.,1d6+4 piercing,Javelin (Ranged),30/120 ft.,1d6+4 piercing,,,"Common, Orc"
Orog,"Orogs are larger, stronger, and more disciplined orcs, often found commanding their lesser kin or serving as elite shock troops for powerful masters. They are smarter and better equipped than common orcs.",18,7d8+21,52,30 ft.,18,12,17,12,11,12,2,450,Medium,Humanoid,chaotic evil,+6,+3,Greataxe,5 ft.,1d12+4 slashing,Javelin (Melee),5 ft.,1d6+4 piercing,Javelin (Ranged),30/120 ft.,1d6+4 piercing,,,"Common, Orc"
Otyugh,"Otyughs are hideous, omnivorous aberrations that lurk in refuse piles and sewers, patiently waiting for prey to fall into their muck. Despite their monstrous appearance, they possess a limited intelligence and can communicate telepathically.",14,10d10+30,85,30 ft.,16,11,16,6,13,6,5,1800,Large,Aberration,neutral,+5,,Tentacle,10 ft.,2d6+3 bludgeoning,Bite,5 ft.,2d4+3 piercing,,,,,,Otyugh
Owl,"Owls are nocturnal birds of prey, known for their silent flight and keen eyesight and hearing. They often serve as familiars or messengers due to their intelligence and natural stealth.",11,1d4-1,2,"5 ft., fly 60 ft.",3,13,8,2,12,7,0,10,Tiny,Beast,unaligned,+3,,Talons,5 ft.,1d1 piercing,,,,,,,,,
Owlbear,"A monstrous hybrid of an owl and a bear, the owlbear is a ferocious and territorial creature with a legendary ferocity. It attacks with a terrifying shriek, sharp talons, and a powerful beak.",13,7d10+21,60,40 ft.,20,12,17,3,12,7,3,700,Large,Monstrosity,unaligned,+7,,Beak,5 ft.,1d10+5 piercing,Claws,5 ft.,2d8+5 slashing,,,,,,
Panther,"Panthers are sleek and stealthy predatory cats, known for their powerful build and graceful movements. They are cunning hunters, often stalking their prey from shadows before pouncing with deadly force.",12,3d8+3,16,"50 ft., climb 40 ft.",13,15,12,3,14,7,0.25,50,Medium,Beast,unaligned,+4,,Bite,5 ft.,1d6+2 piercing,Claw,5 ft.,1d4+2 slashing,,,,,,
Pegasus,"A majestic and noble winged horse, pegasi are fey creatures often serving as mounts for heroes or messengers of the gods. They are symbols of purity and freedom, rarely tolerating evil.",12,4d10+8,30,"60 ft., fly 90 ft.",18,15,14,10,15,13,2,450,Large,Celestial,chaotic good,+6,,Hooves,5 ft.,2d6+4 bludgeoning,,,,,,,,,"Understands Celestial, Common, Elvish, Sylvan"
Pentadrone,"A five-sided construct from Mechanus, a pentadrone processes information and executes commands with unwavering logic, serving the greater modron collective.",16,17d8+17,94,30 ft.,15,11,12,10,10,13,4,1100,Large,Construct,lawful neutral,+4,+3,Arm,5 ft.,2d6+2 bludgeoning,Eye Ray (various types),120 ft.,"2d8+3 force, fire, cold, lightning, or poison",,,,,,Modron
Peryton,"A fearsome magical beast with the body of a giant eagle and the head of a stag, the peryton hunts humanoids to rip out and consume their hearts.",13,6d8+6,33,"20 ft., fly 60 ft.",16,12,13,9,12,10,2,450,Medium,Monstrosity,chaotic evil,+5,,Antlers,5 ft.,1d8+3 piercing,Talons,5 ft.,2d6+3 piercing,,,,,,understands Sylvan but can't speak it
Phase Spider,"A monstrous spider that can shift between the Material Plane and the Ethereal Plane, ambushing its prey from unexpected directions.",13,5d8+10,32,"30 ft., climb 30 ft.",15,16,12,6,10,6,3,700,Large,Monstrosity,unaligned,+5,,Bite,5 ft.,1d10+2 piercing + 2d8 poison,,,,,,,,,
Piant Poisonous Snake,,0,,0,,10,10,10,10,10,10,,0,,,,,,,,,,,,,,,GemDMD Sheet,unknown,
Piercer,"A conical stalactite-like predator that clings to cavern ceilings, dropping onto unsuspecting prey below.",15,3d6+6,16,"5 ft., climb 5 ft.",10,13,14,1,7,3,0.5,100,Medium,Monstrosity,unaligned,+3,,Drop,5 ft.,1d6+2 piercing,,,,,,,,,
Pirate,"A rough-and-tumble seadog, often armed with a simple weapon and prone to brawling, seeking plunder on the high seas.",11,5d8+10,32,30 ft.,15,11,14,10,10,11,0.5,100,Medium,Humanoid,any non-lawful alignment,+4,+2,Mace,5 ft.,1d6+2 bludgeoning,Heavy Crossbow,100/400 ft.,1d10 piercing,,,,,,any one language (usually Common)
Pirate Captian,,0,,0,,10,10,10,10,10,10,,0,,,,,,,,,,,,,,,GemDMD Sheet,unknown,
Pit Fiend,"A fearsome archdevil, master of strategy and corruption, pit fiends serve as generals in the legions of the Nine Hells, eager to tempt mortals to damnation.",19,24d10+168,300,"30 ft., fly 60 ft.",24,13,26,22,18,24,20,25000,Large,Fiend,lawful evil,+14,,Bite,5 ft.,2d8+7 piercing + 2d6 fire,Claw,5 ft.,2d6+7 slashing,Mace,5 ft.,2d6+7 bludgeoning + 3d6 fire,,,"Common, Infernal, telepathy 120 ft."
Pixie,"Tiny, winged fey creatures of the forest, pixies delight in harmless mischief and illusions, often remaining unseen while observing the world.",15,1d4-1,2,"10 ft., fly 30 ft.",2,20,8,12,13,15,0.25,50,Tiny,Fey,neutral good,+7,+7,Dagger,5 ft. or 20/60 ft.,1d4-4 piercing,,,,,,,,,Sylvan
Planetar,"A majestic winged celestial, a planetar is a divine agent of good, sent to aid mortals and crush evil wherever it may arise, wielding a powerful greatsword.",19,16d10+112,200,"40 ft., fly 120 ft.",24,20,24,18,22,20,16,15000,Large,Celestial,lawful good,+11,,Greatsword,5 ft.,4d6+7 slashing + 5d8 radiant,,,,,,,,,"all, telepathy 120 ft."
Plesiosaurus,"A large, marine reptile with a long neck and four powerful flippers, often found in ancient seas.",13,6d10+18,51,"20 ft., swim 40 ft.",18,15,16,2,12,5,2,450,Large,beast,unaligned,+6,,Bite,10 ft.,2d6+4 piercing,,,,,,,,,
Poisonous Snake,"A small, venomous reptile that relies on its potent bite to defend itself and hunt prey.",13,1d4+1,4,"30 ft., swim 30 ft.",2,16,11,1,10,3,0.125,25,Tiny,beast,unaligned,+5,,Bite,5 ft.,1 piercing,,,,,,,,,
Polar Bear,"A large, white-furred predator native to arctic regions, known for its powerful claws and bite.",12,6d10+18,51,"40 ft., swim 30 ft.",20,10,16,2,13,7,2,450,Large,beast,unaligned,+7,,Claws,5 ft.,2d6+5 slashing,Bite,5 ft.,1d8+5 piercing,,,,,,
Poltergiest,,0,,0,,10,10,10,10,10,10,,0,,,,,,,,,,,,,,,GemDMD Sheet,unknown,
Pony,"A small, domesticated equine often used as a mount or beast of burden in rural areas.",10,3d8+3,16,40 ft.,13,10,13,2,11,7,0.125,25,Medium,beast,unaligned,+3,,Hooves,5 ft.,1d4+1 bludgeoning,,,,,,,,,
Priest,"A divine spellcaster dedicated to their deity, capable of healing and smiting foes with holy magic.",13,5d8+5,28,30 ft.,10,10,12,13,16,13,2,450,Medium,humanoid,any alignment,+2,,Mace,5 ft.,1d6 bludgeoning,,,,,,,,,any two languages
Pseudodragon,"A tiny, diminutive cousin of true dragons, often sought as a familiar for its limited telepathy and poisonous sting.",13,4d4+4,14,"15 ft., fly 60 ft.",6,15,13,10,12,10,0.25,50,Tiny,dragon,neutral good,+4,,Bite,5 ft.,1d4+2 piercing,Sting,5 ft.,1d4+2 piercing and 2d4 poison,,,,,,"understands Draconic and Common but can't speak, telepathy 60 ft."
Psychic Gray Ooze,"A rare and unsettling variant of the gray ooze, imbued with nascent psionic abilities that allow it to subtly influence minds or lash out with mental force.",8,4d8+12,30,"10 ft., climb 10 ft.",12,6,16,10,8,6,1,200,Medium,ooze,unaligned,+3,+2,Pseudopod,5 ft.,1d6+1 bludgeoning,Psychic Lash,30 ft.,1d4 psychic,,,,,,
Pteranodon,"A large, flying reptile with a prominent crest, often found soaring over coastlines and ancient landscapes.",13,1d6+1,4,"10 ft., fly 60 ft.",12,15,12,2,9,5,0.25,50,Medium,beast,unaligned,+3,,Bite,5 ft.,1d4+1 piercing,,,,,,,,,
Purple Worm,"A colossal, burrowing monstrosity that carves tunnels through the earth, devouring anything in its path with a massive maw and venomous stinger.",18,15d20+90,248,"50 ft., burrow 30 ft.",28,7,21,1,8,4,15,13000,Gargantuan,monstrosity,unaligned,+14,,Bite,10 ft.,4d8+9 piercing,Tail Stinger,10 ft.,2d6+9 piercing and 6d6 poison,,,,,,
Quadrone,"A geometric construct from Mechanus, a quadrone serves as a loyal and logical servant, performing tasks with precision and efficiency.",16,4d8+4,22,"30 ft., fly 30 ft.",10,12,13,10,12,11,2,450,Medium,Construct,lawful neutral,+3,+3,Shortsword,5 ft.,1d6+1 piercing,Shortbow,80/320 ft.,1d6+1 piercing,,,,,,"Modron, understands Common"
Quaggoth,"A primal, bestial humanoid native to the Underdark, quaggoths are fierce hunters known for their savage claws and resistance to magic.",13,6d8+12,39,"30 ft., climb 30 ft.",17,12,14,6,12,7,2,450,Medium,Humanoid,chaotic evil,+5,,Claws,5 ft.,2d6+3 slashing,,,,,,,,,Undercommon
Quaggoth Spore Servant,"This undead quaggoth, animated by the spores of a myconid sovereign, mindlessly serves its fungal master until its body decays.",11,5d8+10,32,"20 ft., climb 20 ft.",17,10,14,2,6,1,0.25,50,Medium,Plant,unaligned,+5,,Claws,5 ft.,2d6+3 slashing,,,,,,,,,
Quaggoth Thonot,"A rare, magically attuned quaggoth, a thonot wields psionic abilities and often acts as a spiritual leader or shaman among its savage kin.",13,8d8+24,60,"30 ft., climb 30 ft.",17,12,16,10,14,10,3,700,Medium,Humanoid,chaotic evil,+5,,Claws,5 ft.,2d6+3 slashing,,,,,,,,,Undercommon
Quasit,"A diminutive demon and familiar, a quasit is a malicious imp capable of turning invisible and inflicting venomous stings on its foes.",13,5d4,12,"40 ft., fly 40 ft.",5,17,10,12,10,10,1,200,Tiny,Fiend,chaotic evil,+5,,Claws,5 ft.,1d4+3 slashing,Sting,5 ft.,1d4+3 piercing + 2d4 poison,,,,,,"Abyssal, Common"
Quipper,"This small, ravenous fish travels in schools and can strip a creature of its flesh in minutes with its razor-sharp teeth.",13,1d4+1,4,"0 ft., swim 40 ft.",2,16,12,1,7,2,0,10,Tiny,Beast,unaligned,+5,,Bite,0 ft.,1 piercing,,,,,,,,,
Rakshasa,"A fiend of incredible cunning and illusion, rakshasas are shapechangers who infiltrate humanoid society, using their charm and magic to manipulate and devour mortals.",16,13d8+39,98,30 ft.,14,17,16,13,15,20,13,10000,Medium,Fiend,lawful evil,+7,,Bite,5 ft.,1d6+2 piercing,Claw,5 ft.,2d6+2 slashing,,,,,,"Common, Infernal"
Rat,"A common, disease-carrying rodent found in settlements and wildlands alike, often encountered in swarms.",10,1d4-1,2,20 ft.,2,11,9,2,10,4,0,10,Tiny,Beast,unaligned,+0,,Bite,5 ft.,1 piercing,,,,,,,,,
Raven,"An intelligent, omnivorous bird, ravens are known for their dark plumage and mimicry, often associated with ill omens.",12,1d4-1,2,"10 ft., fly 50 ft.",2,14,8,2,12,6,0,10,Tiny,Beast,unaligned,+4,,Beak,5 ft.,1 piercing,,,,,,,,,
Red Dragon Wyrmling,"A young, arrogant red dragon, this scaled terror already boasts fiery breath and an insatiable greed for treasure.",17,10d8+20,65,"30 ft., climb 30 ft., fly 60 ft.",19,10,15,12,11,15,4,1100,Medium,Dragon,chaotic evil,+6,,Bite,5 ft.,1d10+4 piercing + 1d6 fire,,,,,,,,,"Common, Draconic"
Red Slaad,"A chaotic and destructive frog-like fiend from Limbo, born from a chaos phage and driven to spread more chaos.",14,11d8+33,82,30 ft.,16,15,16,7,9,14,5,1800,Large,fiend,chaotic evil,+6,,Claw,5 ft.,2d6+3 slashing,Bite,5 ft.,2d6+3 piercing,,,,,,"Slaad, Telepathy 60 ft."
Remorhaz,"A gigantic, insect-like predator of the arctic wastes that generates intense heat within its body, capable of melting ice and searing foes.",17,15d12+75,172,"30 ft., burrow 20 ft.",21,13,21,3,10,4,11,7200,Huge,monstrosity,unaligned,+9,,Bite,10 ft.,2d12+5 piercing plus 4d6 fire,Tail,10 ft.,2d6+5 bludgeoning plus 2d6 fire,,,,,,
Revenant,"An undead creature fueled by vengeance, compelled to hunt down and destroy those who wronged it in life, ignoring all other distractions.",13,10d8+30,75,30 ft.,18,10,16,13,16,18,5,1800,Medium,undead,lawful evil,+7,,Slam,5 ft.,2d6+4 bludgeoning,,,,,,,,,the languages it knew in life
